nct_id,title,status,conditions,interventions,age_criteria,locations,eligibility_text
NCT00814593,Lymphokine-Activated Killer Cells or Gliadel Wafer in Treating Patients With Newly Diagnosed Glioblastoma Multiforme That Can Be Removed by Surgery,WITHDRAWN,brain and central nervous system tumors,BIOLOGICAL: lymphokine-activated killer cells|DRUG: polifeprosan 20 with carmustine implant,"ADULT, OLDER_ADULT","Hoag Cancer Institute at Hoag Memorial Hospital Presbyterian, Newport Beach, California, 92663, United States","rationale: biological therapies, such as lymphokine-activated killer cells, may stimulate the immune system in different ways and stop tumor cells from growing. drugs used in chemotherapy, such as gliadel wafer, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. it is not yet known whether lymphokine-activated killer cells are more effective than gliadel wafer in treating patients with glioblastoma multiforme.

purpose: this randomized phase ii trial is studying the side effects and how well lymphokine-activated killer cells work compared with gliadel wafer in treating patients with newly diagnosed glioblastoma multiforme that can be removed by surgery."
NCT06625047,Comparing Telehealth and In-person Assessments in Glioma Patients Receiving Oral Chemotherapy,RECRUITING,"astrocytoma, idh-mutant|glioblastoma|glioma|oligodendroglioma, idh-mutant and 1p/19q-codeleted",BEHAVIORAL: Assessment|OTHER: Questionnaire Administration|OTHER: Telemedicine Visit|DRUG: Temozolomide,"ADULT, OLDER_ADULT","Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States","this phase iv trial compares patient satisfaction with telehealth versus in-person neuro-oncology assessments among glioma patients receiving oral chemotherapy. gliomas are the most common primary central nervous system cancer and are associated with a high symptom burden, such as drowsiness, fatigue, memory difficulty, and difficulty communicating. care at a high volume center is associated with an overall survival benefit, however, many patients may have physical or financial difficulties preventing access to these centers. telehealth visits use computers, cameras, videoconferencing, the internet, satellite, and wireless communications to deliver healthcare, while in-person visits require the interaction to take place in the physical presence of someone else. telehealth neuro-oncology assessments may be preferable compared to in-person assessments in glioma patients receiving oral chemotherapy."
NCT01291420,Dendritic Cell Vaccination for Patients with Solid Tumors,COMPLETED,glioblastoma|renal cell carcinoma|sarcomas|breast cancers|malignant mesothelioma|colorectal tumors,BIOLOGICAL: autologous dendritic cell vaccination,"ADULT, OLDER_ADULT","Antwerp University Hospital, Center for Cellular Therapy and Regenerative Medicine, Edegem, Antwerp, B-2650, Belgium","the aim of this study is to evaluate the immunogenicity and clinical efficacy of intradermal vaccination with autologous rna-modified dendritic cells (dcs) - engineered to express the wt1 protein - in patients with limited spread metastatic solid tumors, i.e. breast cancers, glioblastoma grade iv, sarcomas, malignant mesothelioma and colorectal tumors. based on the results of our previously performed phase i study with autologous wt1 mrna-transfected dc, the investigators hypothesize that the vaccination with dc will be well-tolerated and will result in an increase in wt1-specific cd8+ t cell responses."
NCT02209376,Autologous T Cells Redirected to EGFRVIII-With a Chimeric Antigen Receptor in Patients With EGFRVIII+ Glioblastoma,TERMINATED,patients with residual or reccurent egfrviii+ glioma,BIOLOGICAL: CART-EGFRvIII T cells,"ADULT, OLDER_ADULT","UCSF, San Francisco, California, United States|Abramson Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",an open-label phase 1 pilot study to determine the safety and feasibility of cart-egfrviii (autologous t cells transduced with a lentiviral vector to express a chimeric antigen receptor specific for egfrviii) in the treatment of patients with egfrviii+ glioblastoma who have had their first recurrence as determined by standard imaging or have have residual disease after initial resection.
NCT05737212,"Studying the Safety, Efficacy, and Pharmacokinetic Characteristics of BNCT in Patients With Recurrent High-grade Gliomas",TERMINATED,recurrent high-grade glioma|recurrent glioblastoma|recurrent anaplastic astrocytoma|recurrent anaplastic oligodendroglioma,RADIATION: 500mg/kg/3hr followed by neutron irradiation to reach maximum brain dose of 9Gy-Eq|RADIATION: 500mg/kg/3hr followed by neutron irradiation to reach maximum brain dose of 11Gy-Eq|RADIATION: 500mg/kg/3hr followed by neutron irradiation to reach maximum brain dose of 13Gy-Eq,"ADULT, OLDER_ADULT","Gachon University Gil Medical Center, Incheon, South Korea","this is a multi-centered, radiation dose escalation, open, exploratory, phase 1/2a clinical trial on the safety, efficacy and pharmacokinetic characteristics of bnct in patients with recurrent high-grade gliomas.

the phase i clinical study is to explore the adequate radiation dose level of bnct based on confirmation of the maximum tolerated dose (radiation dose) of bnct in patients with recurrent high-grade gliomas and characterize the safety, efficacy and pharmacokinetics.

to evaluate the primary objective of tolerability, subject population with history of exposure to a similar treatment recurrent high-grade glioma who received prior standard radiotherapy will be recruited.

the phase iia is to confirm the efficacy and safety after irradiation of radiation dose confirmed in the phase i clinical study. to evaluate the primary objective of efficacy, subject population with glioblastoma (the 2021 who classification of tumors of the central nervous system, glioblastoma idh-wild type, who grade 4) will be recruited."
NCT03072134,Neural Stem Cell Based Virotherapy of Newly Diagnosed Malignant Glioma,COMPLETED,"glioma|anaplastic astrocytoma|anaplastic oligodendroglioma|anaplastic oligoastrocytoma|glioblastoma multiforme|astrocytoma, grade iii|astrocytoma, grade iv|brain cancer",BIOLOGICAL: Neural stem cells loaded with an oncolytic adenovirus,"ADULT, OLDER_ADULT","City of Hope, Duarte, California, 91010, United States|Northwestern Memorial Hospital, Chicago, Illinois, 60611, United States","malignant gliomas have a very poor prognosis with median survival measured in months rather than years. it is a disease in great need of novel therapeutic approaches. based on the encouraging results of our preclinical studies which demonstrate improved efficacy without added toxicity, the paradigm of delivering a novel oncolytic adenovirus via a neural stem cell line in combination with radiation and chemotherapy is well-suited for evaluation in newly diagnosed malignant gliomas. the standard-of-care allows application of virotherapy as neoadjuvant therapy and assessment of the cooperative effects with radiation/chemotherapy without altering the standard treatment."
NCT00100802,"Radiation Therapy, Temozolomide, and Lomustine in Treating Young Patients With Newly Diagnosed Gliomas",COMPLETED,anaplastic astrocytoma|central nervous system neoplasm|glioblastoma|gliosarcoma|spinal cord neoplasm,OTHER: Laboratory Biomarker Analysis|DRUG: Lomustine|RADIATION: Radiation Therapy|DRUG: Temozolomide,"CHILD, ADULT","Children's Oncology Group, Philadelphia, Pennsylvania, 19104, United States","this phase ii trial is studying how well giving radiation therapy together with temozolomide and lomustine works in treating young patients with newly diagnosed gliomas. radiation therapy uses high energy x-rays to kill tumor cells. drugs used in chemotherapy, such as temozolomide and lomustine, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. giving radiation therapy together with temozolomide and lomustine after surgery may kill any remaining tumor cells."
NCT04808245,A MultIceNTER Phase I Peptide VaCcine Trial for the Treatment of H3-Mutated Gliomas,RECRUITING,newly diagnosed h3-mutated glioma,DRUG: Tecentriq 1200 MG in 20 ML Injection|BIOLOGICAL: H3K27M peptide vaccine|OTHER: Imiquimod (5%),"ADULT, OLDER_ADULT","Department of Neurology and Polyclinic, Universitiy Clinic Heidelberg, Heidelberg, Baden-Wurttemberg, 69120, Germany|University Medical Center Mannheim, Department of Neurology, Mannheim, Baden-Wurttemberg, 68167, Germany|University Clinic Tuebingen, Neurological Clinic, Department of Neurology, Tübingen, Baden-Wurttemberg, 72076, Germany|Dr. Senckenberg Institute for Neurooncology, University Hospital Frankfurt, Frankfurt am Main, Hesse, 60528, Germany|Clinical Neuro-Oncology Section, University Hospital Bonn (UKB), Bonn, North Rhine-Westphalia, 53127, Germany|Neurooncology Department, University Hospital Essen, Essen, North Rhine-Westphalia, 45147, Germany|Clinic and Polyclinic for Neurosurgery, University Hospital Carl Gustav Carus Dresden, Dresden, Saxony, 1307, Germany|Department of Neurosurgery with Pediatric Neurosurgery, Berlin, State of Berlin, 10117, Germany","the study ""a multicenter phase i peptide vaccine trial to exploit neoepitope-specific t cells for the treatment of h3k27m-mutated gliomas - (intercept h3)"" is a non-controlled, open-label, single arm, multicenter phase i trial involving patients with gliomas carrying an h3.1k27m or h3.3k27m mutation."
NCT02208362,Genetically Modified T-cells in Treating Patients With Recurrent or Refractory Malignant Glioma,ACTIVE_NOT_RECRUITING,recurrent glioblastoma|recurrent malignant glioma|recurrent who grade ii glioma|recurrent who grade iii glioma|refractory glioblastoma|refractory malignant glioma|refractory who grade ii glioma|refractory who grade iii glioma,BIOLOGICAL: Arm 1: IL13Ra2-specific CAR Tcm cells|BIOLOGICAL: Arm 2: IL13Ra2-specific CAR Tcm cells|BIOLOGICAL: Arm 3: IL13Ra2-specific CAR Tcm cells|BIOLOGICAL: Arm 4: IL13Ra2-specific CAR Tcm cells|BIOLOGICAL: Arm 5: IL13Ra2-specific CAR Tn/mem cells|OTHER: Laboratory Biomarker Analysis|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Magnetic Resonance Spectroscopic Imaging|OTHER: Quality-of-Life Assessment,"CHILD, ADULT, OLDER_ADULT","City of Hope Medical Center, Duarte, California, 91010, United States",this phase i trial studies the side effects and best dose of genetically modified t-cell immunotherapy in treating patients with malignant glioma that has come back (recurrent) or has not responded to therapy (refractory). a t cell is a type of immune cell that can recognize and kill abnormal cells in the body. t cells are taken from the patient's blood and a modified gene is placed into them in the laboratory and this may help them recognize and kill glioma cells. genetically modified t-cells may also help the body build an immune response against the tumor cells.
NCT03576612,"GMCI, Nivolumab, and Radiation Therapy in Treating Patients With Newly Diagnosed High-Grade Gliomas",COMPLETED,"glioma, malignant",BIOLOGICAL: AdV-tk|DRUG: Valacyclovir|RADIATION: Radiation|DRUG: Temozolomide|BIOLOGICAL: Nivolumab|OTHER: Laboratory Biomarker Analysis,"ADULT, OLDER_ADULT","Dana Farber Cancer Institute, Boston, Massachusetts, 02215, United States|Henry Ford Hospital, Detroit, Michigan, 48202, United States|Wake Forest University Comprehensive Cancer Center, Winston-Salem, North Carolina, 27157, United States|Abrams Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|Hillman Cancer Center at University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, 15232, United States","the purpose of this phase i trial is to test the safety of combining gmci, an immunostimulator, plus nivolumab, an immune checkpoint inhibitor (ici), with standard of care radiation therapy, and temozolomide in treating patients with newly diagnosed high-grade gliomas.

gene mediated cytotoxic immunotherapy (gmci) involves the use of aglatimagene besadenovec (adv-tk) injection into the tumor site and oral valacyclovir to kill tumor cells and stimulate the immune system. nivolumab is an immune checkpoint inhibitor that may also stimulate the immune system by blocking the pd-1 immune suppressive pathway. radiation therapy uses high energy x-rays to kill tumor cells and shrink tumors and temozolomide is a chemotherapy drug that kills tumor cells. giving gmci, nivolumab, radiation therapy, and temozolomide may work better in treating patients with high-grade gliomas"
NCT03189420,Glioma Microenvironment an Exploratory Study,ACTIVE_NOT_RECRUITING,glioma of brain,PROCEDURE: Tumor resection,"ADULT, OLDER_ADULT","Hospital Sirio Libanes, São Paulo, Sao, 01308060, Brazil","diffuse glioms are primary brain tumors characterized by infiltrative growth and high heterogeneity, which render the disease mostly incurable. advances in genetic analysis revealed that molecular and epigenetic alterations predict patients´s overall survival and clinical outcome. however, glioma tumorigenicity is not exclusively caused by its genetic alterations. the crosstalk between tumor cells and the surrounding microenvironment plays a crucial role in modulating glioma growth and aggressiveness. in this sense, to understand the tumor microenvironment would elucidate potential treatment alternatives. the focus will be to evaluate myeloid cells and cytokines levels."
NCT01977677,Plerixafor After Radiation Therapy and Temozolomide in Treating Patients With Newly Diagnosed High Grade Glioma,COMPLETED,adult ependymoblastoma|adult giant cell glioblastoma|adult glioblastoma|adult gliosarcoma|adult medulloblastoma|adult mixed glioma|adult oligodendroglial tumors|adult pineoblastoma|adult supratentorial primitive neuroectodermal tumor (pnet),RADIATION: radiation therapy|DRUG: temozolomide|DRUG: plerixafor|OTHER: laboratory biomarker analysis|OTHER: pharmacological study,"ADULT, OLDER_ADULT","Stanford University, School of Medicine, Stanford, California, 94305, United States","this pilot phase i/ii trial studies the side effects and best dose of plerixafor after radiation therapy and temozolomide and to see how well it works in treating patients with newly diagnosed high grade glioma. plerixafor may stop the growth of tumor cells by blocking blood flow to the tumor. drugs used in chemotherapy, such as temozolomide, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. radiation therapy uses high energy x rays to kill tumor cells. giving plerixafor after radiation therapy and temozolomide may be an effective treatment for high grade glioma."
NCT04160494,D2C7-IT With Atezolizumab for Recurrent Gliomas,ACTIVE_NOT_RECRUITING,malignant glioma,DRUG: D2C7-IT (6920 ng/mL via convection-enhanced delivery)|DRUG: Atezolizumab (1200 mg every three weeks)|DRUG: D2C7-IT (4613.2 ng/mL via convection-enhanced delivery),"ADULT, OLDER_ADULT","Duke University Medical Center, Durham, North Carolina, 27710, United States","this is a phase 1 study of atezolizumab in combination with d2c7-it, a dual-specific monoclonal antibody (mab) with a high affinity for both egfrwt- and egfrviii-expressing cells, in patients with recurrent world health organization (who) grade iv malignant glioma at the preston robert tisch brain tumor center (prtbtc) at duke."
NCT00003475,Antineoplaston Therapy in Treating Patients With Primary Malignant Brain Tumors,COMPLETED,malignant brain tumors,DRUG: Antineoplaston therapy (Atengenal + Astugenal),"ADULT, OLDER_ADULT","Burzynski Clinic, Houston, Texas, 77055-6330, United States","rationale: current therapies for adults with primary malignant brain tumors that have not responded to standard therapy provide very limited benefit to the patient. the anti-cancer properties of antineoplaston therapy suggest that it may prove beneficial in the treatment of adults with primary malignant brain tumors that have not responded to standard therapy.

purpose: this study is being performed to determine the effects (good and bad) that antineoplaston therapy has on adults with primary malignant brain tumors that have not responded to standard therapy."
NCT00528684,Safety and Efficacy Study of REOLYSIN® in the Treatment of Recurrent Malignant Gliomas,COMPLETED,malignant glioma,BIOLOGICAL: REOLYSIN®,"ADULT, OLDER_ADULT","University of Alabama at Birmingham, Birmingham, Alabama, 35294, United States|Cedars-Sinai Medical Center, Los Angeles, California, 90048, United States|The Ohio State University Medical Center and Arthur G. James Cancer Hospital and Richard J. Solove Research Center, Columbus, Ohio, 43210, United States","rationale: oncolytic viruses such as reovirus (reolysin®) can specifically kill tumor cells while leaving healthy cells unharmed.

purpose: this phase i/ii study investigates the maximum tolerated dose (mtd), dose limiting toxicity (dlt) and anti-tumor effect of intralesional administration of reolysin® therapeutic reovirus in patients with malignant glioma with evaluable disease which is progressive/recurrent despite surgery and/or radiotherapy with or without chemotherapy. (the phase i portion of the study is currently enrolling patients.)"
NCT04547777,Phase 1 Trial of D2C7-IT in Combination With 2141-V11 for Recurrent Malignant Glioma,RECRUITING,"glioma, malignant",DRUG: D2C7-IT|DRUG: 2141-V11,"ADULT, OLDER_ADULT","Duke University Medical Center, Durham, North Carolina, 27710, United States",this is a phase 1 study of an anti-cd40 monoclonal antibody (2141-v11) in combination with d2c7-it for patients with recurrent world health organization (who) grade iii or iv malignant glioma at the preston robert tisch brain tumor center (prtbtc) at duke.
NCT05370079,Control Cohort CTRL COH,RECRUITING,parkinson's disease; amyotrophic lateral sclerosis; glioblastoma; cancer without neurological disease; rheumatoid polyarthritis,BIOLOGICAL: Collection of biological sample (blood and/or CSF),"ADULT, OLDER_ADULT","Hospices Civils de Lyon, Bron, 69500, France",autoimmune encephalitis (ae) and paraneoplastic neurological syndromes (pns) are rare disease that could be difficult to diagnose. so it necessary to obtain numerous sample from different disease to develop more specific diagnosis kit it could be possible through the characterisation of new genetic biomarkers.
NCT02805179,A Study of High-Dose Chemoradiation Using Biologically-Based Target Volume Definition in Patients With Glioblastoma,COMPLETED,glioma,RADIATION: High Dose Radiation|DRUG: Temozolomide,"ADULT, OLDER_ADULT","University of Michigan Hospital, Ann Arbor, Michigan, 48109, United States",this is a study to determine the safety and effectiveness of high-dose radiation therapy (rt) with concurrent temozolomide in patients with newly diagnosed glioblastoma.
NCT01743950,A Phase II Study of Pulse Reduced Dose Rate Radiation Therapy With Bevacizumab,TERMINATED,glioma,DRUG: Bevacizumab|RADIATION: PRDR,"ADULT, OLDER_ADULT","University of Wisconsin Hospital and Clinics, Madison, Wisconsin, 53792, United States",to determine the efficacy of pulse reduced dose rate (prdr) radiation when given in 27 fraction over 5.5 weeks with concurrent bevacizumab followed by adjuvant bevacizumab until time of progression in patients with recurrent high grade gliomas (grade iii and grade iv). patients will be placed in 1 of 4 groups based on their histologic diagnosis and prior exposure to bevacizumab.
NCT03322813,ExAblate Blood Brain Barrier Disruption (BBBD) for Planned Surgery in Suspected Infiltrating Glioma,SUSPENDED,glioma,DEVICE: ExAblate 4000 - Type 2,"ADULT, OLDER_ADULT","University of Maryland Medical System, Baltimore, Maryland, 21201, United States","this study is designed to assess the safety and feasibility of using the exablate, type 2 to temporarily disrupt the blood brain barrier in non-enhancing suspected infiltrating glioma. the exablate model 4000 type-2 is intended for use as a tool to disrupt the bbb."
NCT01220271,A Study Combining LY2157299 With Temozolomide-based Radiochemotherapy in Patients With Newly Diagnosed Malignant Glioma,COMPLETED,glioma,DRUG: LY2157299|DRUG: Radiation|DRUG: Temozolomide,"ADULT, OLDER_ADULT","For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., La Jolla, California, 92093, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., San Francisco, California, 94143, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Tampa, Florida, 33612, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Chicago, Illinois, 60611, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Indianapolis, Indiana, 46202, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Durham, North Carolina, 27710, United States|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Frankfurt, 60596, Germany|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Heidelberg, 69120, Germany|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Barcelona, 08035, Spain|For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician., Madrid, 28041, Spain","the purpose of this trial is to show proof of concept that by blocking the transforming growth factor-beta signaling pathway in patients with glioblastoma, there will be clinical benefit.

phase 1b: to determine the safe and tolerable dose of ly2157299 in combination with radiochemotherapy with temozolomide for phase 2 in patients with glioma eligible to receive radiochemotherapy with temozolomide (e.g. newly diagnosed malignant glioma world health organization grade iii and iv).

phase 2a: to confirm the tolerability and evaluate the pharmacodynamic effect of ly2157299 in combination with standard radiochemotherapy in patients with newly diagnosed glioblastoma."
NCT03526822,Prospective Cohort of Patients With Newly Diagnosed Glioblastoma: Analysis of MMP2 and MMP9 Expression and Correlation to Neuro-imaging Features.,RECRUITING,brain tumor,BIOLOGICAL: Blood sample|BIOLOGICAL: Tumor sample,"ADULT, OLDER_ADULT","Assistance Publique Hôpitaux de Marseille, Marseille, 13354, France","glioblastoma is the most frequent and aggressive primary brain tumor in adults. a team recently showed that baseline plasma levels of matrix metalloproteinase-2 (mmp2) and matrix metalloproteinase-9 (mmp9) were correlated to bevacizumab activity in patients with recurrent glioblastoma. to date, the biological rationale of this results remains unknown but mmp2 could be involved in classical angiogenesis while mmp9 could promote vasculogenesis.

the objectives are to correlate the plasma levels of mmp2 and mmp9 to their ribonucleic acid (rna) and protein tissue expression, activity and to patient neuro-imaging features. to analyze the changes of mmp2 and mmp9 plasma levels during peri-operative period and after radio-chemotherapy.

methods: plasmatic levels of mmp2, mmp9, vascular endothelial growth factor-a (vegfa), vascular endothelial growth factor-r2 (vegfr2), stromal cell-derived factor 1 (sdf1) and chemokine receptor-4 (cxcr4) will be analyzed by enzyme-linked immunosorbent assay (elisa) in pre-, post-operative period, before radiotherapy, before adjuvant temozolomide and at relapse in newly diagnosed glioblastoma. rna expression of these factors will be analyzed by reverse transcription-polymerase chain reaction (rt-qpcr) on frozen tumor samples, whereas protein expression will be analyzed by elisa and immunohistochemistry. enzymatic activity of mmp2 and mmp9 will be analyzed by zymography. tumor volume, infiltration and perfusion degrees will be analyzed on magnetic resonance imaging (mri) performed before and after surgery and before adjuvant temozolomide. neuro-imaging characteristics will be correlated to plasma and tissue expressions of these factors.

the expected results are to better define the expression profile of mmp2, mmp9 and the change in their plasma level during treatment, a prerequisite for their clinical use."
NCT01812603,A Safety Study of Sativex in Combination With Dose-intense Temozolomide in Patients With Recurrent Glioblastoma,COMPLETED,cancer,DRUG: Sativex,"ADULT, OLDER_ADULT","The Clatterbridge Cancer Centre NHS Foundation Trust, Bebington, Wirral, CH63 4JY, United Kingdom|St James's Institute of Oncology, St James's University Hospital, Leeds, Yorkshire, LS9 7TF, United Kingdom|Bristol Haematology & Oncology Centre, Bristol, BS2 8ED, United Kingdom|Guy's and St Thomas NHS Foundation Trust, of St Thomas' Hospital, London, SE1 7EH, United Kingdom|The Christie NHS Foundation Trust, Manchester, M20 4BX, United Kingdom",an open-label phase to assess the frequency and severity of adverse events in recurrent glioblastoma patients receiving sativex in combination with dose-intense temozolomide (part a). a randomisation phase to assess the safety of sativex compared with placebo (part b). part a will be reported here.
NCT05293990,Usefulness of Gadovist-enhanced FLAIR Imaging,COMPLETED,malignant tumors|brain lymphoma|cns lymphoma,RADIATION: Usefulness of Gadovist-enhanced FLAIR imaging in differentiation between a glioblastoma and solitary brain metastasis,"ADULT, OLDER_ADULT","Korea University Guro Hospital, Seoul, Gurogu, 08308, South Korea","polyplastic glioblastoma and metastatic brain cancer are the most common malignant brain tumors in adults. the primary diagnostic test for tumors in the brain shows magnetic resonance imaging or similar imaging findings (especially single metastatic brain cancer) that make it difficult to distinguish between these two diseases. in addition, due to the specificity of the tissue called the brain, biopsy is not easy and sometimes biopsy is difficult, so non-invasive discrimination is often important, and it is important how much prediction is made before the biopsy. to solve this problem, various advanced magnetic resonance imaging techniques have been studied, but they are all tests that need to be additionally conducted on ordinary magnetic resonance images, and there are many subjective factors, so complex data and statistical processing methods, and many cannot be easily tested. in addition, in all of these tests, accuracy is still reported at around 60%. therefore, if contrast-enhanced flair images can be obtained along with contrast-enhanced t1 images performed during conventional magnetic resonance imaging tests to help differentiate between two diseases, it will greatly help diagnose and treat brain tumor patients and facilitate clinical application."
NCT02490800,Phase 1/2a Study of Oral BAL101553 in Adult Patients With Solid Tumors or Glioblastoma or High-grade Glioma,COMPLETED,neoplasms,DRUG: Lisavanbulin Phase 1 dose escalation portion|DRUG: Lisavanbulin Phase 2a expansion portion,"ADULT, OLDER_ADULT","UZ Leuven, Leuven, 3000, Belgium|Klinikum der Goethe-Universität Frankfurt, Frankfurt, 60528, Germany|Universitätsklinikum Heidelberg, Heidelberg, 69120, Germany|Universitätsklinikum Regensburg, Regensburg, 93053, Germany|Universitätsklinikum Tübingen, Tübingen, 72076, Germany|Universitätsspital Basel, Basel, 4031, Switzerland|Inselspital Universitätsspital Bern, Bern, 3010, Switzerland|Kantonsspital St. Gallen, Sankt Gallen, 9007, Switzerland|Universitätsspital Zürich, Zurich, 8091, Switzerland|Beatson West of Scotland Cancer Centre, Glasgow, G12 0YN, United Kingdom|University College London NHS Foundation Trust, London, NW1 2BU, United Kingdom|Sir Bobby Robson Cancer Trials Research Centre; Northern Centre for Cancer Care, Newcastle upon Tyne, NE7 7DN, United Kingdom|Royal Marsden Hospital, Sutton, SM2 5PT, United Kingdom","first in human, open-label, dose escalation (phase i) and expansion study (phase 2a) of oral lisavanbulin (bal101553) in adult patients with advanced solid tumors and adult patients with recurrent or progressive glioblastoma (gbm) or high-grade glioma (hgg)."
